Life in a Nazi Concentration Camp,"Nardo, Don",,,,Living History,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Locke & Key Vol. 1: Welcomeome To Lovecraft,"Hill, Joe",,"Rodriquez, Gabriel",,Locke & Key,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"Locke & Key, Vol. 5: Clockworks","Hill, Joe",,"Rodriquez, Gabriel",,Locke & Key,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"Locke & Key, Vol. 6: Alpha & Omega","Hill, Joe",,"Rodriquez, Gabriel",,Locke & Key,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Looking at Paintings,"Welton, Jude",,,,Eyewitness Art,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Macbeth: The Graphic Novel,"Hinds, Gareth","Shakespeare, William",,,Shakespeare Classics Graphic Novels,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Magritte: The Human Condition,"Zeri, Federico",,,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Man Ray: The Paris Years,"Taylor, Michael R.",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Manet: Le dejeuner sur I'herbe,"Zeri, Federico",,,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"Mary's Monster: Love, Madness, and How Mary Shelley Created Frankenstein","Judge, Lita",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Matisse: LA Danse,"Zeri, Federico","Matisse, Henri; Dolcetta, Marco",,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Medusa,"Burton, Jessie",,"Gill, Olivia Lomenech",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Michelangelo: Master of the Italian Renaissance,"Di Cagno, Gabriella",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Milk and Honey,"Kaur, Rupi",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Mirror of the World: A New History of Art,"Bell, Julian",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Modigliani: Reclining Nude,"Zeri, Federico",,,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Munch: The Scream,"Zeri, Federico","Much, Edvard; Dolcetta, Marco",,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
My Last Summer with Cass,"Crilley, Mark",,"Crilley, Mark",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
My Riot,"Spears, Rick",,"Hobbes, Emmett",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Mythology,"Wright, Anne Margaret",,,,Inside Ancient Greece,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"Myths, Legends and Sacred Stories: A Visual Encyclopedia","Wilkinson, Philip",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Pablo: Art Masters Series,"Birmant, Julie",,"Oubrerie, Clement",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Parenthesis,"Durand, Elodie",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Patience,"Clowes, Daniel",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Penultimate Quest,"Brown, Lars",,"Kantz, John; Glendining, Bex",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Persepolis 2: The Story of a Return,"Satrapi, Marjane",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Persepolis: The Story of a Childhood,"Satrapi, Marjane",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Pierce Brown's Red Rising: Sons of Ares - An Original Graphic Novel,"Brown, Pierce","Hoskin, Rik","Powell, Eli",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Puberty is Gross but Also Really Awesome,"Loveless, Gina",,"Johnston, Lauri",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Queen of the Sea,"Meconis, Dylan",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"Raphael: His Life, Works, and Times","Muntz, Eugene",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Raphael: School of Athens,"Dolcetta, Marco",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"Reflections in Black: A History of Black Photographers, 1840 to the Present","Willis, Deborah",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Rembrandt: Supper at Emmaus,"Zeri, Federico",,,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Renoir: Moulin de la Galette,"Zeri, Federico",,,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Rubens: Garden of Love,"Zeri, Federico",,,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Scene of the Crime: Tracking Down Criminals with Forensic Science,"Newquist, H.P.",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"Scenic Art for the Theatre: History, Tools and Techniques","Crabtree, Susan","Beundert, Peter",,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Scott Pilgrim Vol. 5: Scott Pilgrim vs. the Universe,"O'Malley, Bryan Lee",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Secret Origins,"Lemire, Jeff",,"Ormston, Dean; Stewart, Dave",,Black Hammer,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Shakespeare's Hamlet: The Manga Edition,"Shakespeare, William","Sexton, Adam; Pantoja, Tintin",,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Shattered Warrior,"Shinn, Sharon",,"Ostertag, Molly Knox",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"Shirley Jackson's ""The Lottery"": The Authorized Graphic Adaptation","Hyman, Miles",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Sirens,"Schulte, Mary",,,,Monsters,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Slaughterhouse-Five: The Graphic Novel,"Vonnegut Jr., Kurt","North, Ryan","Monteys, Albert",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
SP4RX,"McDonald, Wren",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Speak: The Graphic Novel,"Anderson, Laurie Halse",,"Carroll, Emily",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Spinning,"Walden, Tillie",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Stiegliz on Photography: His Selected Essays and Notes,"Stieglitz, Alfred","Whelan, Richard; Greenough, Sarah",,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Storytelling in Christian Art from Biotto to Donatello,"Lubbock, Jules",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Super Sisters,"Cazenove, Christopher",,"Maury, William",,The Sisters,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Ancient Greeks,"Schomp, Virginia",,,,Myths of the World,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"The Annotated Mona Lisa, Third Edition: A Crash Court in Art History from Prehistoric to the Present (Volume 3)","Strickland, Carol",,,,Annotated Series,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Apparatus of Death - The Third Reich,"Flaherty, Thomas",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Art of Comics,"Kallen, Stuart A.",,,,Art Scene,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"The Beautiful Stories of Life: Six Greeks Myths, Retold","Rylant, Cynthia",,"Ellis, Carson",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Best We Could Do: An Illustrated Memoir,"Bui, Thi",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Black Monday Murders,"Hickman, Jonathan",,"Coker, Tomm",,The Black Monday Murders,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Cape,"Hill, Joe","Ciaramella, Jason","Howard, Zach",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Children's Bible,"Tagholm, Sally","Mills, Andrea","de Narváez, Julián",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Complete Idiot's Guide to Drawing Manga: Illustrated,"Layman, John","Hutchinson, David",,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Complete Idiot's Guide to Drawing People Illustrated,"Hoddinott, Brenda",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Complete Maus: A Survivor's Tale,"Spiegelman, Art",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Creeps: A Deep Dark Fears Collection,"Krause, Fran",,,,Deep Dark Fears Collection,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Daughters of Ys,"Anderson, M.T.",,"Rioux, Jo",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Deadliest Diseases Then and Now,"Hopkinson, Deborah",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Essential Claude Monet,"Morris, Catherine",,,,Essential Series,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Essential Edward Hopper,"Spring, Justin",,,,The Essential,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Essential Henri Matisse,"Schaffner, Ingrid",,,,The Essential,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Essential Hieronymus Bosch,"Campbell, W. John",,,,The Essential,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Essential Johannes Vermeer,"Sweet, Christopher",,,,The Essential,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Essential Mary Cassatt,"Gouveia, Georgette",,,,Essential Series,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Essential Michelangelo,"Ottomann, Klaus",,,,The Essential,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Essential Pablo Picasso,"Schaffner, Ingrid",,,,The Essential,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Essential Salvador Dali,"Goff, Robert",,,,Essential Series,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Essential Vincent van Gogh,"Schaffner, Ingrid",,,,The Essential,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Event,"Lemire, Jeff",,"Ormston, Dean; Stewart, Dave",,Black Hammer,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Fire Never Goes Out: A Memoir in Pictures,"Stevenson, Noelle",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Gettysburg Address: A Graphic Adaptation,"Hennessey, Jonathan","McConnell, Aaron",,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Giver: Graphic Novel,"Lowry, Lois",,"Russell, P. Craig",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Golden Sheep 1,"Ozaki, Kaori",,,,The Golden Sheep,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Handmaid's Tale: The Graphic Novel,"Atwood, Margaret",,"Nault, Renee",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The Hill,"Bryan, Ali",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The History of Art,"Hodge, A.N.",,,,The History of the Humanities and Social Sciences,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The History of the Blues,"Koopmans, Andy",,,,The Music Library,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The History of Western Painting,"Forte, Virginia",,,,Britannica Guide to the Visual and Performing Arts,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
The History of Western Sculpture,"Osier, Peter",,,,The Britannica Guide to the Visual and Performing Arts,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
